statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category,in_train,in_test,in_cal
Vivity is not a synonym of a mavel.,vivity,mavel,"monaliation, sea-coat",0,1,0,1,0,synonyms,0,1,0
Djibwa is a synonym of a zippin.,djibwa,zippin,"marquirt, zippin",0,0,0,1,0,synonyms,1,0,0
Compling is a synonym of cands.,compling,cands,"unist, asseminity",0,0,0,1,0,synonyms,0,0,1
Pugling is not a synonym of an orgation.,pugling,orgation,"parchaif, paupasman majig",0,1,0,1,0,synonyms,1,0,0
Granshiloh is not a synonym of an iridge.,granshiloh,iridge,"hateries, speechwe",0,1,0,1,0,synonyms,1,0,0
Whattlet is not a synonym of wrenalness.,whattlet,wrenalness,"crity, jeopaedie",0,1,0,1,0,synonyms,1,0,0
Lifell is not a synonym of a goldence.,lifell,goldence,"10000000000, so-andyman",0,1,0,1,0,synonyms,1,0,0
Enuhing is a synonym of an ator.,enuhing,ator,"lighway, ator",0,0,0,1,0,synonyms,0,0,1
Albanse is not a synonym of a simo.,albanse,simo,"refration, cookstace",0,1,0,1,0,synonyms,0,1,0
Trenze is not a synonym of a decati.,trenze,decati,"devilline, spergine",0,1,0,1,0,synonyms,1,0,0
Acchatch is a synonym of a pawpawpawpaw.,acchatch,pawpawpawpaw,"plumper sodics, auryl stense",0,0,0,1,0,synonyms,0,1,0
Sperdization is not a synonym of a twichtoney.,sperdization,twichtoney,"nonflose notizen, twichtoney",0,1,0,1,0,synonyms,0,1,0
Disdainshift is a synonym of an anoeuvrabian.,disdainshift,anoeuvrabian,"chloroment, reckle",0,0,0,1,0,synonyms,1,0,0
Tradeness is not a synonym of a tellium.,tradeness,tellium,"buncand, tellium",0,1,0,1,0,synonyms,0,1,0
Doink is a synonym of a nicolard.,doink,nicolard,"boarmism, pimpouriosa",0,0,0,1,0,synonyms,1,0,0
Ambarkov is not a synonym of a candmotor.,ambarkov,candmotor,"candmotor, iness",0,1,0,1,0,synonyms,0,0,1
Paralit is not a synonym of iness.,paralit,iness,"kopervance, juncollmenze",0,1,0,1,0,synonyms,0,0,1
Endeavelaps is a synonym of lantness.,endeavelaps,lantness,"procker, lantness",0,0,0,1,0,synonyms,0,1,0
Alligram is a synonym of clus.,alligram,clus,"kitchence, galaxaca",0,0,0,1,0,synonyms,0,1,0
Meritian is not a synonym of a conficalpod.,meritian,conficalpod,"conficalpod, suedenintment",0,1,0,1,0,synonyms,1,0,0
Calminet is a synonym of a mergy.,calminet,mergy,"mergy, chimet",0,0,0,1,0,synonyms,0,1,0
Gibler is not a synonym of housness.,gibler,housness,"chiasimontry, quivert",0,1,0,1,0,synonyms,1,0,0
Grumor is not a synonym of a consuitab.,grumor,consuitab,"disemen, consuitab",0,1,0,1,0,synonyms,1,0,0
Chio is not a synonym of a finia.,chio,finia,"rence, bugar",0,1,0,1,0,synonyms,1,0,0
Klax is not a synonym of a freroom.,klax,freroom,"freroom, lumpt",0,1,0,1,0,synonyms,0,1,0
Madon is not a synonym of an adulle.,madon,adulle,"candmotor, rasperch",0,1,0,1,0,synonyms,0,0,1
Madon is not a synonym of a rasperch.,madon,rasperch,"candmotor, rasperch",0,1,0,1,0,synonyms,1,0,0
Rebrit is a synonym of a fedon feve.,rebrit,fedon feve,"cascabelluloid, harton",0,0,0,1,0,synonyms,1,0,0
Showcas is a synonym of a lubroma.,showcas,lubroma,"sheding, lubroma",0,0,0,1,0,synonyms,1,0,0
Civeness is not a synonym of a doormism.,civeness,doormism,"petuilegall, doormism",0,1,0,1,0,synonyms,0,1,0
Haggaring is not a synonym of a windustarior.,haggaring,windustarior,"parchaif, windustarior",0,1,0,1,0,synonyms,1,0,0
Progenican is a synonym of a carabi.,progenican,carabi,"sunlignatan, exhibitree",0,0,0,1,0,synonyms,1,0,0
Minemati is not a synonym of a terworman.,minemati,terworman,"terworman, pun secone",0,1,0,1,0,synonyms,0,1,0
Dise is a synonym of a vexamile.,dise,vexamile,"belevy, deposis",0,0,0,1,0,synonyms,0,0,1
Factorce is a synonym of a trip-offerit.,factorce,trip-offerit,"eastomicrole, trip-offerit",0,0,0,1,0,synonyms,1,0,0
Abelmonours is a synonym of a mooze.,abelmonours,mooze,"pipe of ther, fema",0,0,0,1,0,synonyms,1,0,0
Brarati is a synonym of a mic celevising.,brarati,mic celevising,"disness, mic celevising",0,0,0,1,0,synonyms,1,0,0
Athway is a synonym of a turboo.,athway,turboo,"simo, turboo",0,0,0,1,0,synonyms,1,0,0
Arcoagy is a synonym of a privantosh.,arcoagy,privantosh,"privantosh, prosa",0,0,0,1,0,synonyms,0,1,0
Prescein is not a synonym of a plumper sodics.,prescein,plumper sodics,"plumper sodics, nementation",0,1,0,1,0,synonyms,1,0,0
Cann is not a synonym of a chlorattor.,cann,chlorattor,"how-do, pepperium",0,1,0,1,0,synonyms,0,1,0
Rounden is a synonym of a microuse.,rounden,microuse,"corniocepher, aepys",0,0,0,1,0,synonyms,0,0,1
Candard is a synonym of an edemoptyle.,candard,edemoptyle,"mirty, trialdness",0,0,0,1,0,synonyms,1,0,0
Bridence is a synonym of a haemility.,bridence,haemility,"conficalpod, cavilitre",0,0,0,1,0,synonyms,1,0,0
Amnioraker is not a synonym of wress.,amnioraker,wress,"conclumb, enrolly",0,1,0,1,0,synonyms,0,1,0
Windness is not a synonym of an eiter.,windness,eiter,"eiter, exhibitree",0,1,0,1,0,synonyms,0,1,0
Bookshot is not a synonym of a gia muslide.,bookshot,gia muslide,"undings, ention",0,1,0,1,0,synonyms,0,0,1
Mindwork is a synonym of a ravorcinizer.,mindwork,ravorcinizer,"comburgee, mountion",0,0,0,1,0,synonyms,1,0,0
Gramindlement is not a synonym of a paratcher.,gramindlement,paratcher,"beddincovern, hare systaff",0,1,0,1,0,synonyms,1,0,0
Boger is not a synonym of an inciding.,boger,inciding,"inni, agare",0,1,0,1,0,synonyms,0,1,0
Classant is not a synonym of a crical scot.,classant,crical scot,"crical scot, degravitate",0,1,0,1,0,synonyms,0,0,1
Monter is a synonym of a cannonficacity.,monter,cannonficacity,"cannonficacity, chokkian",0,0,0,1,0,synonyms,1,0,0
Honet is not a synonym of bugaboutpouncidiness.,honet,bugaboutpouncidiness,"pawpawpawpaw, bugaboutpouncidiness",0,1,0,1,0,synonyms,0,0,1
Trantion is not a synonym of a consterra.,trantion,consterra,"ampathy, consterra",0,1,0,1,0,synonyms,0,0,1
Syde is not a synonym of a fini.,syde,fini,"hostumber, fini",0,1,0,1,0,synonyms,0,0,1
Chlorprof is not a synonym of munics.,chlorprof,munics,"kavaless, munics",0,1,0,1,0,synonyms,1,0,0
Cann is a synonym of a pharmong.,cann,pharmong,"how-do, pepperium",0,0,0,1,0,synonyms,0,1,0
Quiveren is a synonym of a homonener.,quiveren,homonener,"brazing, rejuver",0,0,0,1,0,synonyms,0,1,0
Gement is not a synonym of a degravitate.,gement,degravitate,"beddincovern, browties",0,1,0,1,0,synonyms,0,0,1
Tumbrea is a synonym of a defeathy.,tumbrea,defeathy,"defeathy, mastelet",0,0,0,1,0,synonyms,1,0,0
Myeling is a synonym of a pharmong.,myeling,pharmong,"pharmong, palaxis",0,0,0,1,0,synonyms,0,1,0
Allroom is a synonym of an irrietink.,allroom,irrietink,"patern, pawpawpawpaw",0,0,0,1,0,synonyms,1,0,0
Jointment is a synonym of a housinet.,jointment,housinet,"ampathy, facementhright",0,0,0,1,0,synonyms,0,0,1
Pondermin is not a synonym of an emiesiosa.,pondermin,emiesiosa,"thrinkpot, zing-hora",0,1,0,1,0,synonyms,0,0,1
Caralland is a synonym of a gryption.,caralland,gryption,"gouroys, captainter",0,0,0,1,0,synonyms,0,1,0
Blackboat is a synonym of a jeopaediaz.,blackboat,jeopaediaz,"oner 56, dahlim",0,0,0,1,0,synonyms,1,0,0
Tysitti is not a synonym of a sporn.,tysitti,sporn,"sta, rumber 83",0,1,0,1,0,synonyms,0,0,1
Forence is not a synonym of a hostumber.,forence,hostumber,"degeness, inteness",0,1,0,1,0,synonyms,0,0,1
Reparator is not a synonym of a ravorcinizer.,reparator,ravorcinizer,"anoeuvrabian, airoppero pland",0,1,0,1,0,synonyms,1,0,0
Cronsumma is a synonym of a finia.,cronsumma,finia,"finia, charlequirth",0,0,0,1,0,synonyms,1,0,0
Outpournage is not a synonym of a windustarior.,outpournage,windustarior,"windustarior, retar",0,1,0,1,0,synonyms,1,0,0
Ticing is not a synonym of a slity.,ticing,slity,"hobblivor, mummee ade",0,1,0,1,0,synonyms,1,0,0
Exhibitockey is a synonym of a sebaucher.,exhibitockey,sebaucher,"schilanter 66, sebaucher",0,0,0,1,0,synonyms,0,0,1
Mour is a synonym of clus.,mour,clus,"oner 56, brilbird",0,0,0,1,0,synonyms,1,0,0
Lazilands is a synonym of genessness.,lazilands,genessness,"solferfish, genessness",0,0,0,1,0,synonyms,1,0,0
Undryad is a synonym of a looner.,undryad,looner,"schnola, provice",0,0,0,1,0,synonyms,0,0,1
Girarian is not a synonym of a khary exposit.,girarian,khary exposit,"bricot, hometer",0,1,0,1,0,synonyms,1,0,0
Kharter is not a synonym of a gresoullebor.,kharter,gresoullebor,"greging, gresoullebor",0,1,0,1,0,synonyms,0,0,1
Deterium is not a synonym of a vibreak.,deterium,vibreak,"adversionativer, deteness",0,1,0,1,0,synonyms,0,0,1
Algier is not a synonym of devisoniness.,algier,devisoniness,"devisoniness, addafitude",0,1,0,1,0,synonyms,0,0,1
Dysfundenet is a synonym of a cannonpay.,dysfundenet,cannonpay,"chimet, doctorall",0,0,0,1,0,synonyms,0,1,0
Albanse is a synonym of a cookstace.,albanse,cookstace,"refration, cookstace",0,0,0,1,0,synonyms,1,0,0
Suspens is a synonym of a refring.,suspens,refring,"pearness, proca",0,0,0,1,0,synonyms,0,1,0
Sucromepairy is a synonym of a cerning.,sucromepairy,cerning,"divilinettonne, cerning",0,0,0,1,0,synonyms,0,0,1
Abelix is a synonym of a belevy.,abelix,belevy,"compathy, sheetor",0,0,0,1,0,synonyms,0,1,0
Waiserra is a synonym of a bookware.,waiserra,bookware,"bookware, terworman",0,0,0,1,0,synonyms,0,1,0
Relim is a synonym of maginess.,relim,maginess,"fini, homet",0,0,0,1,0,synonyms,1,0,0
Wriety is not a synonym of a pepperium.,wriety,pepperium,"pepperium, deleviar",0,1,0,1,0,synonyms,1,0,0
Edwarez is a synonym of gouroys.,edwarez,gouroys,"movidex, gouroys",0,0,0,1,0,synonyms,0,1,0
Culism is not a synonym of a mummee ade.,culism,mummee ade,"trong, mediblener",0,1,0,1,0,synonyms,1,0,0
Monatio is a synonym of a cochitter.,monatio,cochitter,"cochitter, charth",0,0,0,1,0,synonyms,1,0,0
Mouria is a synonym of a schexia.,mouria,schexia,"cannonficacity, refration",0,0,0,1,0,synonyms,1,0,0
Tadpollame is a synonym of an erractor.,tadpollame,erractor,"erractor, pun secone",0,0,0,1,0,synonyms,0,1,0
Gramindlement is a synonym of a priseastemp.,gramindlement,priseastemp,"beddincovern, hare systaff",0,0,0,1,0,synonyms,1,0,0
Chicard is a synonym of a brandard.,chicard,brandard,"sacclimov, brandard",0,0,0,1,0,synonyms,0,0,1
Suspens is not a synonym of a proca.,suspens,proca,"pearness, proca",0,1,0,1,0,synonyms,0,1,0
Proppoinia is not a synonym of cotis.,proppoinia,cotis,"cotis, kopervance",0,1,0,1,0,synonyms,1,0,0
Gliobline is not a synonym of a conficalpod.,gliobline,conficalpod,"spergine, conficalpod",0,1,0,1,0,synonyms,1,0,0
Cashnap is a synonym of undings.,cashnap,undings,"undings, submarist",0,0,0,1,0,synonyms,1,0,0
Zambole is not a synonym of a televant.,zambole,televant,"televant, clothesia",0,1,0,1,0,synonyms,0,0,1
Divorcompletailway is not a synonym of a threem.,divorcompletailway,threem,"threem, philia",0,1,0,1,0,synonyms,1,0,0
Sility is not a synonym of a sympaign.,sility,sympaign,"sympaign, teroid lion",0,1,0,1,0,synonyms,1,0,0
Populatamor is a synonym of a preson.,populatamor,preson,"preson, panks",0,0,0,1,0,synonyms,1,0,0
Brucell is a synonym of a doormism.,brucell,doormism,"doormism, filt",0,0,0,1,0,synonyms,0,0,1
Gramiter is not a synonym of a conficalpod.,gramiter,conficalpod,"rator, brandard",0,1,0,1,0,synonyms,1,0,0
Sucromepairy is a synonym of a divilinettonne.,sucromepairy,divilinettonne,"divilinettonne, cerning",0,0,0,1,0,synonyms,1,0,0
Jointerning is not a synonym of a busework.,jointerning,busework,"baldridge, busework",0,1,0,1,0,synonyms,1,0,0
Balless is a synonym of a fema.,balless,fema,"fema, westor",0,0,0,1,0,synonyms,0,0,1
Mindwork is not a synonym of a comburgee.,mindwork,comburgee,"comburgee, mountion",0,1,0,1,0,synonyms,1,0,0
Epilininess is a synonym of a pendism.,epilininess,pendism,"khardman, patern",0,0,0,1,0,synonyms,0,1,0
Disdainshift is not a synonym of an inni.,disdainshift,inni,"chloroment, reckle",0,1,0,1,0,synonyms,0,0,1
Glite is not a synonym of a muslip.,glite,muslip,"jamagins, ention",0,1,0,1,0,synonyms,1,0,0
Jointerning is a synonym of a fluoretic.,jointerning,fluoretic,"baldridge, busework",0,0,0,1,0,synonyms,1,0,0
Monister is a synonym of a ciphery.,monister,ciphery,"harton, ciphery",0,0,0,1,0,synonyms,1,0,0
Traini is not a synonym of a fedon feve.,traini,fedon feve,"ear rast, fedon feve",0,1,0,1,0,synonyms,1,0,0
Mouria is a synonym of a refration.,mouria,refration,"cannonficacity, refration",0,0,0,1,0,synonyms,1,0,0
Sperfunder is a synonym of a trefice.,sperfunder,trefice,"exhibitree, agare",0,0,0,1,0,synonyms,0,0,1
Crusation is a synonym of a choot.,crusation,choot,"choot, greging",0,0,0,1,0,synonyms,0,0,1
Riveness is a synonym of a chloroment.,riveness,chloroment,"portsis, gyness",0,0,0,1,0,synonyms,0,1,0
Pathew is a synonym of a scorat.,pathew,scorat,"pimpouriosa, monemaine",0,0,0,1,0,synonyms,1,0,0
Intess is a synonym of infinitens.,intess,infinitens,"corop, quino",0,0,0,1,0,synonyms,1,0,0
Limaging is not a synonym of clapes.,limaging,clapes,"mummee ade, poinkeno",0,1,0,1,0,synonyms,0,1,0
Libanks is not a synonym of a rety.,libanks,rety,"chokkian, perg",0,1,0,1,0,synonyms,1,0,0
Intiff is a synonym of palaxis.,intiff,palaxis,"roodless, algierson",0,0,0,1,0,synonyms,0,1,0
Icebee is a synonym of a wood cotic cellbeisapidanctival.,icebee,wood cotic cellbeisapidanctival,"handen band, turer",0,0,0,1,0,synonyms,0,1,0
Comfitution is a synonym of an impaird of thermat.,comfitution,impaird of thermat,"impaird of thermat, trefice",0,0,0,1,0,synonyms,1,0,0
Watchelish is not a synonym of a tubat.,watchelish,tubat,"softwareet, refration",0,1,0,1,0,synonyms,1,0,0
Triness is not a synonym of a rose syster.,triness,rose syster,"televant, rator",0,1,0,1,0,synonyms,0,1,0
Chlorprof is not a synonym of kavaless.,chlorprof,kavaless,"kavaless, munics",0,1,0,1,0,synonyms,1,0,0
Tets is a synonym of a submark.,tets,submark,"wardizenmash gar, pretencycle",0,0,0,1,0,synonyms,0,1,0
Refringui is a synonym of a perg.,refringui,perg,"stailbirtestodest, chanthroney",0,0,0,1,0,synonyms,0,1,0
Titting is not a synonym of a rence.,titting,rence,"rence, pearness",0,1,0,1,0,synonyms,1,0,0
Calles is a synonym of a lighway.,calles,lighway,"softwareet, clus",0,0,0,1,0,synonyms,0,1,0
Lewife is not a synonym of a tuneasewillia.,lewife,tuneasewillia,"tuneasewillia, comburgee",0,1,0,1,0,synonyms,1,0,0
Contre is a synonym of a miliar.,contre,miliar,"jamment, miliar",0,0,0,1,0,synonyms,1,0,0
Catnapse is a synonym of a rescent.,catnapse,rescent,"drogeyman, victoman",0,0,0,1,0,synonyms,0,1,0
Wastence is not a synonym of a sebaucher.,wastence,sebaucher,"membergilm, meteorome",0,1,0,1,0,synonyms,0,0,1
Gliobline is a synonym of a collium.,gliobline,collium,"spergine, conficalpod",0,0,0,1,0,synonyms,1,0,0
Droodworkink is a synonym of an impaird of thermat.,droodworkink,impaird of thermat,"impaird of thermat, goone",0,0,0,1,0,synonyms,1,0,0
Abooze is a synonym of a lumpt.,abooze,lumpt,"kebauch, subheapop",0,0,0,1,0,synonyms,1,0,0
Relim is a synonym of a fini.,relim,fini,"fini, homet",0,0,0,1,0,synonyms,1,0,0
Novicism is a synonym of a sledgeon.,novicism,sledgeon,"graphrage, thrinkpot",0,0,0,1,0,synonyms,0,1,0
Blackfruity is not a synonym of a spenancy.,blackfruity,spenancy,"tering, devolativity",0,1,0,1,0,synonyms,0,0,1
Progatisapis is not a synonym of a mastelet.,progatisapis,mastelet,"scalusive, mastelet",0,1,0,1,0,synonyms,1,0,0
Infrighway is a synonym of a cryptomyosaur.,infrighway,cryptomyosaur,"aspeeche, cryptomyosaur",0,0,0,1,0,synonyms,1,0,0
Sprition is not a synonym of a penhamey.,sprition,penhamey,"mummee ade, lunkenni",0,1,0,1,0,synonyms,1,0,0
Tets is a synonym of a wardizenmash gar.,tets,wardizenmash gar,"wardizenmash gar, pretencycle",0,0,0,1,0,synonyms,0,1,0
Ricist is a synonym of a harvon.,ricist,harvon,"handage, harvon",0,0,0,1,0,synonyms,0,1,0
Speechua is not a synonym of a dointerproper 35.,speechua,dointerproper 35,"sconcerage, tuneasewillia",0,1,0,1,0,synonyms,0,1,0
Daddafi is a synonym of an exclumpt.,daddafi,exclumpt,"exclumpt, chiasimontry",0,0,0,1,0,synonyms,1,0,0
Sprina is not a synonym of a cryptopod.,sprina,cryptopod,"idifiela, wization",0,1,0,1,0,synonyms,0,0,1
Culism is a synonym of a trong.,culism,trong,"trong, mediblener",0,0,0,1,0,synonyms,1,0,0
Kapole is a synonym of a lismuth.,kapole,lismuth,"clopent, lismuth",0,0,0,1,0,synonyms,1,0,0
Koperusk is not a synonym of a millment.,koperusk,millment,"cologister, millment",0,1,0,1,0,synonyms,0,0,1
Arterney is not a synonym of a brilitaly.,arterney,brilitaly,"brilitaly, ractor",0,1,0,1,0,synonyms,0,0,1
Willardiomyosarchass is not a synonym of genessness.,willardiomyosarchass,genessness,"genessness, goone",0,1,0,1,0,synonyms,1,0,0
Divinol is a synonym of a westor.,divinol,westor,"sensel, petuilegall",0,0,0,1,0,synonyms,0,1,0
Infining is not a synonym of an eiter.,infining,eiter,"vegentider, eiter",0,1,0,1,0,synonyms,0,1,0
Junky is not a synonym of a belevy.,junky,belevy,"poinkeno, deteness",0,1,0,1,0,synonyms,0,1,0
Mooche is a synonym of a paja.,mooche,paja,"paja, movidex",0,0,0,1,0,synonyms,1,0,0
Montingwast is a synonym of a jakoutgo.,montingwast,jakoutgo,"refiness, nuater",0,0,0,1,0,synonyms,1,0,0
Exhibitockey is not a synonym of an edemoptyle.,exhibitockey,edemoptyle,"schilanter 66, sebaucher",0,1,0,1,0,synonyms,0,0,1
Salia is a synonym of a sucree.,salia,sucree,"sucree, abrup",0,0,0,1,0,synonyms,1,0,0
Rains is a synonym of a chamment.,rains,chamment,"bonenception, rumber 83",0,0,0,1,0,synonyms,1,0,0
Halkie is a synonym of a doctorall.,halkie,doctorall,"doctorall, petuilegall",0,0,0,1,0,synonyms,1,0,0
Ukrail is a synonym of a harge.,ukrail,harge,"harge, urder",0,0,0,1,0,synonyms,0,1,0
Rigoroid is not a synonym of a horm.,rigoroid,horm,"dise, pimpouriosa",0,1,0,1,0,synonyms,1,0,0
Obesomegation is not a synonym of a conficalpod.,obesomegation,conficalpod,"conficalpod, oxidifying",0,1,0,1,0,synonyms,1,0,0
Viscot is not a synonym of a bodium.,viscot,bodium,"libbonery, bodium",0,1,0,1,0,synonyms,1,0,0
Hoopecidium is not a synonym of a nonflose notizen.,hoopecidium,nonflose notizen,"nonflose notizen, croscottlee",0,1,0,1,0,synonyms,0,1,0
Mousecutor is not a synonym of deteness.,mousecutor,deteness,"devilline, clopent",0,1,0,1,0,synonyms,1,0,0
Salminia is a synonym of a coltancer.,salminia,coltancer,"coltancer, khardman",0,0,0,1,0,synonyms,1,0,0
Compoverose is a synonym of an ung sum.,compoverose,ung sum,"gelant, ung sum",0,0,0,1,0,synonyms,0,1,0
Adverder is a synonym of a provice.,adverder,provice,"pipe of ther, devilline",0,0,0,1,0,synonyms,0,1,0
Turping is a synonym of a govement.,turping,govement,"govement, chole",0,0,0,1,0,synonyms,0,1,0
Kharter is a synonym of pearness.,kharter,pearness,"greging, gresoullebor",0,0,0,1,0,synonyms,0,0,1
Deterium is a synonym of an adversionativer.,deterium,adversionativer,"adversionativer, deteness",0,0,0,1,0,synonyms,0,1,0
Vicence is not a synonym of a corniocepher.,vicence,corniocepher,"munostencin, degravitate",0,1,0,1,0,synonyms,0,0,1
Abelmonours is not a synonym of a pipe of ther.,abelmonours,pipe of ther,"pipe of ther, fema",0,1,0,1,0,synonyms,1,0,0
Suspens is a synonym of a proca.,suspens,proca,"pearness, proca",0,0,0,1,0,synonyms,0,1,0
Advisin is a synonym of a maeroom.,advisin,maeroom,"palaxis, penhamey",0,0,0,1,0,synonyms,1,0,0
Hematte is not a synonym of a tailroofini.,hematte,tailroofini,"satisity, malapprese",0,1,0,1,0,synonyms,1,0,0
Degenera is a synonym of a vitar.,degenera,vitar,"brazing, mization",0,0,0,1,0,synonyms,1,0,0
Oeden is not a synonym of a lighway.,oeden,lighway,"rejuver, deman",0,1,0,1,0,synonyms,0,1,0
Dixiel is not a synonym of an unga.,dixiel,unga,"crist, unga",0,1,0,1,0,synonyms,0,0,1
Sprition is a synonym of a nualism.,sprition,nualism,"mummee ade, lunkenni",0,0,0,1,0,synonyms,1,0,0
Vivity is a synonym of a sea-coat.,vivity,sea-coat,"monaliation, sea-coat",0,0,0,1,0,synonyms,0,0,1
Catnapse is not a synonym of a cybor.,catnapse,cybor,"drogeyman, victoman",0,1,0,1,0,synonyms,0,1,0
Lafi is not a synonym of a sacclimov.,lafi,sacclimov,"satisity, sacclimov",0,1,0,1,0,synonyms,0,1,0
Brickink is a synonym of a fisterity.,brickink,fisterity,"pathang, baction",0,0,0,1,0,synonyms,0,1,0
Waisterer is a synonym of a sapporson.,waisterer,sapporson,"sapporson, prelechway",0,0,0,1,0,synonyms,1,0,0
Confluoren is not a synonym of an urder.,confluoren,urder,"sucree, commismuth",0,1,0,1,0,synonyms,0,1,0
Sperusion is not a synonym of bross.,sperusion,bross,"bross, campatry",0,1,0,1,0,synonyms,1,0,0
Muggiste is not a synonym of a cryptopod.,muggiste,cryptopod,"maini, cryptopod",0,1,0,1,0,synonyms,1,0,0
Trenze is a synonym of a sebaucher.,trenze,sebaucher,"devilline, spergine",0,0,0,1,0,synonyms,0,0,1
Dietion is a synonym of a woosecuting.,dietion,woosecuting,"scalusive, khardman",0,0,0,1,0,synonyms,0,1,0
Wriety is not a synonym of a deleviar.,wriety,deleviar,"pepperium, deleviar",0,1,0,1,0,synonyms,1,0,0
Walterveriosauter is a synonym of a paratcher.,walterveriosauter,paratcher,"paratcher, chandbag",0,0,0,1,0,synonyms,1,0,0
Progenican is not a synonym of a lention.,progenican,lention,"sunlignatan, exhibitree",0,1,0,1,0,synonyms,1,0,0
Graphyte is a synonym of a facementhright.,graphyte,facementhright,"influorestherin, chopatho",0,0,0,1,0,synonyms,0,0,1
Cryption is a synonym of a softwareet.,cryption,softwareet,"ternessness, softwareet",0,0,0,1,0,synonyms,1,0,0
Fantelle is not a synonym of a butc.,fantelle,butc,"peepermithy, butc",0,1,0,1,0,synonyms,0,1,0
Emility is not a synonym of an arging.,emility,arging,"overn, tysonballus",0,1,0,1,0,synonyms,0,1,0
Schloration is a synonym of a poinkeno.,schloration,poinkeno,"tellium, exudatus pin",0,0,0,1,0,synonyms,1,0,0
Ballarmer is not a synonym of a cancephage.,ballarmer,cancephage,"twarding, cancephage",0,1,0,1,0,synonyms,1,0,0
Degenera is a synonym of a mization.,degenera,mization,"brazing, mization",0,0,0,1,0,synonyms,1,0,0
Randity is not a synonym of a reflectoring.,randity,reflectoring,"movidex, reflectoring",0,1,0,1,0,synonyms,0,1,0
Showcasewife is not a synonym of a khardman.,showcasewife,khardman,"clothesia, membergilm",0,1,0,1,0,synonyms,1,0,0
Nectrotton is a synonym of a pitorine.,nectrotton,pitorine,"pitorine, cumstal",0,0,0,1,0,synonyms,0,0,1
Nonpayman is a synonym of a campatry.,nonpayman,campatry,"sournion, campatry",0,0,0,1,0,synonyms,1,0,0
Revela is a synonym of a haemility.,revela,haemility,"prehenko, subtleevelry",0,0,0,1,0,synonyms,1,0,0
Calia is a synonym of a lumbridifying.,calia,lumbridifying,"chrity, lumbridifying",0,0,0,1,0,synonyms,0,1,0
Hemination is a synonym of a chrity.,hemination,chrity,"elfathy, schexia",0,0,0,1,0,synonyms,1,0,0
Rubidity is not a synonym of a flation.,rubidity,flation,"weighboring, flation",0,1,0,1,0,synonyms,1,0,0
Brittine is a synonym of a stongia.,brittine,stongia,"palacement, nicolard",0,0,0,1,0,synonyms,0,1,0
Madnes is not a synonym of a pepperium.,madnes,pepperium,"pepperium, so-andyman",0,1,0,1,0,synonyms,1,0,0
Archyard is not a synonym of a sheetor.,archyard,sheetor,"mic celevising, egyptomica",0,1,0,1,0,synonyms,1,0,0
Pathesia is a synonym of a bonenception.,pathesia,bonenception,"bonenception, appling",0,0,0,1,0,synonyms,0,0,1
Rott is not a synonym of a harge.,rott,harge,"prest costtranning, procology",0,1,0,1,0,synonyms,0,0,1
Ragoguessness is not a synonym of a dahlim.,ragoguessness,dahlim,"factionia, procology",0,1,0,1,0,synonyms,1,0,0
Briter is not a synonym of a sledgeon.,briter,sledgeon,"sledgeon, maicaling",0,1,0,1,0,synonyms,0,1,0
Duncian is a synonym of a gauding.,duncian,gauding,"yeshade, gauding",0,0,0,1,0,synonyms,0,1,0
Cyborak is a synonym of a rose syster.,cyborak,rose syster,"rose syster, venessius",0,0,0,1,0,synonyms,1,0,0
Abooze is a synonym of an antion.,abooze,antion,"kebauch, subheapop",0,0,0,1,0,synonyms,1,0,0
Gement is not a synonym of a divilinettonne.,gement,divilinettonne,"beddincovern, browties",0,1,0,1,0,synonyms,1,0,0
Refuela is a synonym of a penhamey.,refuela,penhamey,"penhamey, bioter",0,0,0,1,0,synonyms,0,0,1
Compovere is not a synonym of a porthroat.,compovere,porthroat,"cathert, botto",0,1,0,1,0,synonyms,0,1,0
Kebasketful is a synonym of a corprimet.,kebasketful,corprimet,"quisliming, refring",0,0,0,1,0,synonyms,0,0,1
Brons is not a synonym of a twitting.,brons,twitting,"sunlignatan, twitting",0,1,0,1,0,synonyms,1,0,0
Mindwork is not a synonym of a nuater.,mindwork,nuater,"comburgee, mountion",0,1,0,1,0,synonyms,1,0,0
Druple is a synonym of a coruner.,druple,coruner,"helimitty, coruner",0,0,0,1,0,synonyms,0,1,0
Shreeson is not a synonym of a sconfing.,shreeson,sconfing,"sconfing, perimin",0,1,0,1,0,synonyms,1,0,0
Monessing is not a synonym of a commismuth.,monessing,commismuth,"lubrity, commismuth",0,1,0,1,0,synonyms,0,0,1
Stro is not a synonym of a paupasman majig.,stro,paupasman majig,"speechwe, scrumbroops",0,1,0,1,0,synonyms,0,0,1
Quation is a synonym of a jakoutgo.,quation,jakoutgo,"drickneelness, inni",0,0,0,1,0,synonyms,1,0,0
Zhoughtlee is not a synonym of a woosecuting.,zhoughtlee,woosecuting,"scrazine, corun avelandark",0,1,0,1,0,synonyms,1,0,0
Rainship is a synonym of a schilanter 66.,rainship,schilanter 66,"bigfoodstude, schilanter 66",0,0,0,1,0,synonyms,1,0,0
Calia is a synonym of a sympaign.,calia,sympaign,"chrity, lumbridifying",0,0,0,1,0,synonyms,0,1,0
